Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Datetime,,,,,
2025-12-29 17:25:00+00:00,273.0400085449219,273.2149963378906,272.9700012207031,273.20001220703125,125201
2025-12-29 17:30:00+00:00,273.0450134277344,273.1401062011719,272.9502868652344,273.0400085449219,99520
2025-12-29 17:35:00+00:00,273.0249938964844,273.1300048828125,272.989990234375,273.0400085449219,81322
2025-12-29 17:40:00+00:00,273.0849914550781,273.1199951171875,273.010009765625,273.0172119140625,83002
2025-12-29 17:45:00+00:00,273.0201110839844,273.1099853515625,273.0201110839844,273.0909118652344,84157
2025-12-29 17:50:00+00:00,273.1921081542969,273.2300109863281,273.0400085449219,273.0400085449219,138886
2025-12-29 17:55:00+00:00,273.17999267578125,273.2699890136719,273.17498779296875,273.20001220703125,120972
2025-12-29 18:00:00+00:00,273.1400146484375,273.17999267578125,273.0801086425781,273.1600036621094,87540
2025-12-29 18:05:00+00:00,273.3088073730469,273.3900146484375,273.1199951171875,273.1400146484375,92269
2025-12-29 18:10:00+00:00,273.4599914550781,273.489990234375,273.239990234375,273.30999755859375,113323
2025-12-29 18:15:00+00:00,273.510009765625,273.5799865722656,273.44000244140625,273.4700012207031,126760
2025-12-29 18:20:00+00:00,273.6315002441406,273.6700134277344,273.4649963378906,273.510009765625,128595
2025-12-29 18:25:00+00:00,273.6400146484375,273.6700134277344,273.5,273.6300048828125,2078206
2025-12-29 18:30:00+00:00,273.76019287109375,273.79998779296875,273.55999755859375,273.6300048828125,0
2025-12-29 18:35:00+00:00,273.8900146484375,273.9700012207031,273.7601013183594,273.7601013183594,145805
2025-12-29 18:40:00+00:00,273.9638977050781,274.0,273.8500061035156,273.8999938964844,140978
2025-12-29 18:45:00+00:00,273.8500061035156,273.9800109863281,273.8280029296875,273.9800109863281,92671
2025-12-29 18:50:00+00:00,273.8500061035156,273.8900146484375,273.75,273.8500061035156,75071
2025-12-29 18:55:00+00:00,273.8955993652344,273.9010009765625,273.76300048828125,273.8299865722656,81621
2025-12-29 19:00:00+00:00,273.5799865722656,273.91009521484375,273.55999755859375,273.8999938964844,107013
2025-12-29 19:05:00+00:00,273.6607971191406,273.67999267578125,273.5159912109375,273.5799865722656,116411
2025-12-29 19:10:00+00:00,273.5458068847656,273.7070007324219,273.5400085449219,273.6499938964844,71527
2025-12-29 19:15:00+00:00,273.489990234375,273.54998779296875,273.44000244140625,273.54010009765625,87129
2025-12-29 19:20:00+00:00,273.6199951171875,273.6400146484375,273.5,273.5,97534
2025-12-29 19:25:00+00:00,273.67999267578125,273.7900085449219,273.6099853515625,273.6199951171875,93705
2025-12-29 19:30:00+00:00,273.7900085449219,273.8699951171875,273.6700134277344,273.67999267578125,122910
2025-12-29 19:35:00+00:00,273.75,273.8399963378906,273.75,273.7900085449219,84335
2025-12-29 19:40:00+00:00,273.79998779296875,273.8800048828125,273.760009765625,273.760009765625,114392
2025-12-29 19:45:00+00:00,273.89678955078125,273.9800109863281,273.7701110839844,273.79998779296875,117231
2025-12-29 19:50:00+00:00,273.85479736328125,273.95001220703125,273.82000732421875,273.8800048828125,114451
2025-12-29 19:55:00+00:00,273.9100036621094,274.0,273.8500061035156,273.8500061035156,130199
2025-12-29 20:00:00+00:00,273.9599914550781,274.0,273.8999938964844,273.9100036621094,87557
2025-12-29 20:05:00+00:00,273.9800109863281,273.9949951171875,273.93499755859375,273.9549865722656,85696
2025-12-29 20:10:00+00:00,273.8855895996094,274.0,273.8200988769531,273.9849853515625,194200
2025-12-29 20:15:00+00:00,273.75,273.94989013671875,273.7300109863281,273.885009765625,131907
2025-12-29 20:20:00+00:00,273.8699951171875,273.9100036621094,273.7500915527344,273.760009765625,133833
2025-12-29 20:25:00+00:00,273.9028015136719,273.9200134277344,273.80499267578125,273.8699951171875,93352
2025-12-29 20:30:00+00:00,273.739990234375,273.94000244140625,273.7300109863281,273.9100036621094,146936
2025-12-29 20:35:00+00:00,273.6000061035156,273.7900085449219,273.55999755859375,273.7300109863281,164431
2025-12-29 20:40:00+00:00,273.6499938964844,273.70001220703125,273.5400085449219,273.6099853515625,136079
2025-12-29 20:45:00+00:00,273.5,273.7499084472656,273.4599914550781,273.6700134277344,173977
2025-12-29 20:50:00+00:00,273.68499755859375,273.864990234375,273.510009765625,273.510009765625,276126
2025-12-29 20:55:00+00:00,273.79901123046875,273.8800048828125,273.631591796875,273.70001220703125,555264
2025-12-30 14:30:00+00:00,272.8185119628906,274.07000732421875,272.7900085449219,274.0,1047835
2025-12-30 14:35:00+00:00,273.1600036621094,273.44000244140625,272.4700012207031,272.81500244140625,331428
2025-12-30 14:40:00+00:00,273.32000732421875,273.79998779296875,273.04998779296875,273.1700134277344,273344
2025-12-30 14:45:00+00:00,273.6000061035156,273.70001220703125,273.0,273.30999755859375,215321
2025-12-30 14:50:00+00:00,273.6300048828125,273.635009765625,273.4049987792969,273.6000061035156,145665
2025-12-30 14:55:00+00:00,273.6400146484375,273.8500061035156,273.54998779296875,273.6217041015625,185801
2025-12-30 15:00:00+00:00,273.2799987792969,273.70001220703125,273.2099914550781,273.6199951171875,177962
2025-12-30 15:05:00+00:00,272.92999267578125,273.3266906738281,272.8999938964844,273.2799987792969,204206
2025-12-30 15:10:00+00:00,272.6099853515625,273.0899963378906,272.5199890136719,272.9200134277344,206902
2025-12-30 15:15:00+00:00,272.8699951171875,273.0,272.5899963378906,272.6099853515625,181281
2025-12-30 15:20:00+00:00,272.6600036621094,272.8900146484375,272.54998779296875,272.8599853515625,187568
2025-12-30 15:25:00+00:00,272.5899963378906,272.69000244140625,272.3948059082031,272.6600036621094,178520
2025-12-30 15:30:00+00:00,272.7149963378906,272.7799987792969,272.5299987792969,272.5799865722656,140482
2025-12-30 15:35:00+00:00,272.7099914550781,272.82989501953125,272.6300048828125,272.7149963378906,131667
2025-12-30 15:40:00+00:00,272.5,272.739990234375,272.4200134277344,272.7099914550781,182841
2025-12-30 15:45:00+00:00,272.7099914550781,272.7300109863281,272.45001220703125,272.5151062011719,176589
2025-12-30 15:50:00+00:00,272.7900085449219,272.9700012207031,272.6499938964844,272.7099914550781,158229
2025-12-30 15:55:00+00:00,272.8599853515625,273.04998779296875,272.72821044921875,272.7981872558594,151965
2025-12-30 16:00:00+00:00,273.1600036621094,273.2149963378906,272.82000732421875,272.8599853515625,181132
2025-12-30 16:05:00+00:00,273.1400146484375,273.31988525390625,273.1304931640625,273.1600036621094,124569
2025-12-30 16:10:00+00:00,273.0950012207031,273.2200012207031,273.0799865722656,273.1200866699219,107357
2025-12-30 16:15:00+00:00,273.04998779296875,273.1199951171875,272.9599914550781,273.0801086425781,102308
2025-12-30 16:20:00+00:00,273.1600036621094,273.32000732421875,273.04998779296875,273.0509033203125,126382
2025-12-30 16:25:00+00:00,272.85980224609375,273.1600036621094,272.7799987792969,273.1600036621094,127700
2025-12-30 16:30:00+00:00,272.7799987792969,272.9200134277344,272.75,272.8299865722656,98964
2025-12-30 16:35:00+00:00,272.6199951171875,272.83990478515625,272.5,272.7699890136719,169500
2025-12-30 16:40:00+00:00,272.69000244140625,272.7099914550781,272.5,272.6099853515625,146661
2025-12-30 16:45:00+00:00,272.4700012207031,272.7200012207031,272.4599914550781,272.70001220703125,137159
2025-12-30 16:50:00+00:00,272.42999267578125,272.55999755859375,272.30999755859375,272.4800109863281,179695
2025-12-30 16:55:00+00:00,272.3800048828125,272.4599914550781,272.3500061035156,272.44000244140625,110911
2025-12-30 17:00:00+00:00,272.3399963378906,272.4353942871094,272.2799987792969,272.3699951171875,119240
2025-12-30 17:05:00+00:00,272.44268798828125,272.489990234375,272.2799987792969,272.3450012207031,104355
2025-12-30 17:10:00+00:00,272.42999267578125,272.4800109863281,272.2900085449219,272.44500732421875,118870
2025-12-30 17:15:00+00:00,272.5047912597656,272.55010986328125,272.3572082519531,272.4208068847656,168426
2025-12-30 17:20:00+00:00,272.5299987792969,272.6264953613281,272.45001220703125,272.510009765625,134465
2025-12-30 17:25:00+00:00,272.5899963378906,272.6300048828125,272.4800109863281,272.5201110839844,94442
2025-12-30 17:30:00+00:00,272.7699890136719,272.8599853515625,272.55999755859375,272.5899963378906,127127
2025-12-30 17:35:00+00:00,272.80999755859375,272.8312072753906,272.739990234375,272.7749938964844,80689
2025-12-30 17:40:00+00:00,272.760009765625,272.8489990234375,272.6700134277344,272.82000732421875,87194
2025-12-30 17:45:00+00:00,272.8999938964844,272.9197998046875,272.69000244140625,272.7650146484375,68282
2025-12-30 17:50:00+00:00,272.94000244140625,272.9750061035156,272.8699951171875,272.8900146484375,82215
2025-12-30 17:55:00+00:00,272.8900146484375,272.92999267578125,272.82000732421875,272.92999267578125,75233
2025-12-30 18:00:00+00:00,272.9200134277344,272.9200134277344,272.7300109863281,272.8948974609375,91493
2025-12-30 18:05:00+00:00,273.04010009765625,273.07000732421875,272.9100036621094,272.9100036621094,140267
2025-12-30 18:10:00+00:00,273.07000732421875,273.13720703125,273.0481872558594,273.05999755859375,103039
2025-12-30 18:15:00+00:00,273.17999267578125,273.19000244140625,273.05999755859375,273.05999755859375,78212
2025-12-30 18:20:00+00:00,273.0899963378906,273.17999267578125,273.05999755859375,273.17999267578125,77037
2025-12-30 18:25:00+00:00,273.1000061035156,273.1600036621094,273.0600891113281,273.0799865722656,126584
2025-12-30 18:30:00+00:00,273.180908203125,273.19000244140625,273.1000061035156,273.1000061035156,182669
2025-12-30 18:35:00+00:00,273.05999755859375,273.2099914550781,273.04010009765625,273.17999267578125,98411
2025-12-30 18:40:00+00:00,273.2349853515625,273.2699890136719,273.0101013183594,273.07000732421875,125380
2025-12-30 18:45:00+00:00,273.30999755859375,273.3799133300781,273.17999267578125,273.239990234375,105195
2025-12-30 18:50:00+00:00,273.34991455078125,273.3599853515625,273.25,273.29998779296875,100930
2025-12-30 18:55:00+00:00,273.2300109863281,273.3699951171875,273.2099914550781,273.34991455078125,103404
2025-12-30 19:00:00+00:00,273.2099914550781,273.32000732421875,273.17999267578125,273.2200012207031,106552
2025-12-30 19:05:00+00:00,273.4278869628906,273.4750061035156,273.19000244140625,273.20001220703125,113167
2025-12-30 19:10:00+00:00,273.3900146484375,273.43499755859375,273.2200012207031,273.42999267578125,112070
2025-12-30 19:15:00+00:00,273.489990234375,273.5199890136719,273.3699951171875,273.3800048828125,156689
2025-12-30 19:20:00+00:00,273.3800048828125,273.52178955078125,273.3500061035156,273.5,96671
2025-12-30 19:25:00+00:00,273.3900146484375,273.4877014160156,273.3100891113281,273.3700866699219,95165
2025-12-30 19:30:00+00:00,273.3550109863281,273.45001220703125,273.32000732421875,273.3800048828125,107824
2025-12-30 19:35:00+00:00,273.2401123046875,273.3699951171875,273.20001220703125,273.3598937988281,102437
2025-12-30 19:40:00+00:00,273.2200012207031,273.29998779296875,273.20001220703125,273.239990234375,85864
2025-12-30 19:45:00+00:00,273.19000244140625,273.2449951171875,273.1549987792969,273.2200012207031,112509
2025-12-30 19:50:00+00:00,273.17999267578125,273.2049865722656,273.0899963378906,273.20001220703125,100428
2025-12-30 19:55:00+00:00,273.2900085449219,273.29998779296875,273.1700134277344,273.20001220703125,127617
2025-12-30 20:00:00+00:00,273.2799987792969,273.3500061035156,273.2401123046875,273.2900085449219,109664
2025-12-30 20:05:00+00:00,273.3692932128906,273.3900146484375,273.2300109863281,273.2749938964844,133234
2025-12-30 20:10:00+00:00,273.2699890136719,273.3800048828125,273.23870849609375,273.3699951171875,155327
2025-12-30 20:15:00+00:00,273.3599853515625,273.4112854003906,273.2550048828125,273.2699890136719,108362
2025-12-30 20:20:00+00:00,273.3450012207031,273.4744873046875,273.32501220703125,273.3699951171875,119123
2025-12-30 20:25:00+00:00,273.1650085449219,273.3799133300781,273.1600036621094,273.3399963378906,133916
2025-12-30 20:30:00+00:00,273.1600036621094,273.2550048828125,273.05999755859375,273.1600036621094,212687
2025-12-30 20:35:00+00:00,273.17498779296875,273.2099914550781,273.1199951171875,273.1650085449219,166177
2025-12-30 20:40:00+00:00,273.1499938964844,273.2200012207031,273.0899963378906,273.17999267578125,215074
2025-12-30 20:45:00+00:00,273.0799865722656,273.1700134277344,273.03009033203125,273.1499938964844,178273
2025-12-30 20:50:00+00:00,273.0199890136719,273.1911926269531,272.739990234375,273.0899963378906,376177
2025-12-30 20:55:00+00:00,272.989990234375,273.19000244140625,272.8800048828125,273.010009765625,973585
